9
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
6,Ekaterina BOBROVA / Dmitri SOLOVIEV,RUS,0,29.8,15.3,14.5,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,Ref,Scores of Panel
1,1S1,,1.8,False,0.18,1,1,1,0,0,0,1,0,1,,1.98
2,1S2,,2.4,False,0.0,1,0,-1,0,-1,0,0,0,0,,2.4
3,2S1,,2.4,False,0.12,0,1,0,0,-1,1,0,-1,1,,2.52
4,2S2,,2.8,False,-0.36,-1,0,-1,-1,-1,0,0,-1,0,,2.44
5,3S1,,2.8,False,-0.14,0,0,0,-1,0,0,0,-1,1,,2.66
6,3S2,,3.3,False,0.0,0,0,-1,0,-1,0,0,0,1,,3.3
,,,15.5,,,,,,,,,,,,,15.3
,Program Components,,,,Factor
,Skating Skills  ,,,,0.75,6.0,6.0,5.5,6.25,5.5,5.5,6.5,5.75,6.25,,5.95
,Timing  ,,,,0.75,5.75,5.75,5.0,5.75,5.0,5.5,5.75,5.0,6.0,,5.55
,Performance / Execution  ,,,,0.5,6.0,6.0,5.25,6.0,5.25,5.25,6.25,5.5,6.25,,5.8
,Interpretation  ,,,,0.5,6.25,6.25,5.5,6.25,5.75,5.5,6.25,5.5,6.5,,5.95
,,,,,,,,,,,,,,,,14.5
