12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
6,Sinead KERR / John KERR,GBR,0,33.55,17.01,16.54,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,1S1,,2.3,False,0.36,1,1,1,1,0,0,1,2,1,0,1,1,,2.66
2,1S2,,2.8,False,0.29,0,1,1,1,1,0,1,1,1,0,1,0,,3.09
3,1S3,,1.6,False,0.36,0,1,0,1,1,0,1,2,2,1,1,1,,1.96
4,2S1,,2.8,False,0.3,0,1,1,0,0,0,1,1,1,1,1,0,,3.1
5,2S2,,3.5,False,0.2,0,0,0,1,0,0,1,1,1,0,0,0,,3.7
6,2S3,,2.0,False,0.5,1,1,1,1,0,0,1,2,2,1,0,0,,2.5
,,,15.0,,,,,,,,,,,,,,,,17.01
,Program Components,,,,Factor
,Skating Skills  ,,,,0.75,5.75,6.75,7.0,6.75,6.75,6.25,6.5,7.25,6.75,6.5,6.5,6.5,,6.61
,Timing  ,,,,0.75,6.0,6.5,6.75,6.5,6.5,6.25,6.5,7.0,6.5,6.5,6.0,6.5,,6.5
,Performance / Execution  ,,,,0.5,5.75,6.5,7.0,6.75,6.75,6.5,6.75,6.75,6.75,6.5,6.25,6.75,,6.68
,Interpretation  ,,,,0.5,6.25,6.75,6.75,7.0,6.75,6.5,6.5,7.0,6.75,6.75,6.5,6.75,,6.71
,,,,,,,,,,,,,,,,,,,16.54
